periodid,periodname,periodcode,perioddescription,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,MOH 515 Rev 2020_Number of over 5 years cases with fever for less than 7 days,MOH 515 Rev 2020_Number of under 5 years cases with fever for less than 7 days
202102,Feb-21,202102,,ob6SxuRcqU4,Nakuru County,KE_County_32,,113,413
202102,Feb-21,202102,,ahwTMNAJvrL,Muranga County,KE_County_21,,61,121
202102,Feb-21,202102,,tAbBVBbueqD,Kisumu County,KE_County_42,,1363,872
202102,Feb-21,202102,,qKzosKQPl6G,Kiambu County,KE_County_22,,145,282
202102,Feb-21,202102,,ptWVfaCIdVx,Nyeri County,KE_County_19,,6,30
202102,Feb-21,202102,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,5,23
202102,Feb-21,202102,,N7YETT3A9r1,Kwale County,KE_County_2,,2,2
202102,Feb-21,202102,,yhCUgGcCcOo,Machakos County,KE_County_16,,79,430
202202,Feb-22,202202,,XWALbfAPa6n,West Pokot County,KE_County_24,,24,34
202202,Feb-22,202202,,uyOrcHZBpW0,Garissa County,KE_County_7,,377,483
202202,Feb-22,202202,,jkG3zaihdSs,Nairobi County,KE_County_47,,129,253
202202,Feb-22,202202,,BjC1xL40gHo,Kakamega County,KE_County_37,,7325,3406
202202,Feb-22,202202,,Y52XNJ50hYb,Meru County,KE_County_12,,34,66
202202,Feb-22,202202,,wsBsC6gjHvn,Mombasa County,KE_County_1,,59,81
202202,Feb-22,202202,,CeLsrJOH0g9,Wajir County,KE_County_8,,,185
202202,Feb-22,202202,,Tvf1zgVZ0K4,Busia County,KE_County_40,,10417,13006
202202,Feb-22,202202,,o36zCRjSd4G,Samburu County,KE_County_25,,36,59
202202,Feb-22,202202,,mThvosEflAU,Trans Nzoia County,KE_County_26,,351,177
202202,Feb-22,202202,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,411,648
202202,Feb-22,202202,,mYZacFNIB3h,Nyandarua County,KE_County_18,,25,30
202202,Feb-22,202202,,bzOfj0iwfDH,Isiolo County,KE_County_11,,198,954
202202,Feb-22,202202,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,4095,2244
202202,Feb-22,202202,,HMNARUV2CW4,Bomet County,KE_County_36,,23,125
202202,Feb-22,202202,,BoDytkJQ4Qi,Makueni County,KE_County_17,,51,67
202202,Feb-22,202202,,vvOK1BxTbet,Baringo County,KE_County_30,,86,61
202202,Feb-22,202202,,kqJ83J2D72s,Narok County,KE_County_33,,274,229
202202,Feb-22,202202,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,2403,1536
202202,Feb-22,202202,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,38,59
202202,Feb-22,202202,,R6f9znhg37c,Mandera County,KE_County_9,,112,145
202202,Feb-22,202202,,nrI2khZx3d0,Kilifi County,KE_County_3,,117,183
202202,Feb-22,202202,,JsH2bnvNt2d,Tana River County,KE_County_4,,859,426
202202,Feb-22,202202,,sPkRcDvhGWA,Kisii County,KE_County_45,,844,383
202202,Feb-22,202202,,tAbBVBbueqD,Kisumu County,KE_County_42,,3090,6104
202202,Feb-22,202202,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,67,42
202202,Feb-22,202202,,ob6SxuRcqU4,Nakuru County,KE_County_32,,112,216
202202,Feb-22,202202,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,121,46
202202,Feb-22,202202,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,6,2
202202,Feb-22,202202,,u4t9H8XyU9P,Siaya County,KE_County_41,,5530,3940
202202,Feb-22,202202,,kphDeKClFch,Turkana County,KE_County_23,,1947,1256
202202,Feb-22,202202,,Eey8fT4Im3y,Marsabit County,KE_County_10,,47,118
202202,Feb-22,202202,,PFu8alU2KWG,Embu County,KE_County_14,,12,15
202202,Feb-22,202202,,ihZsJ8alvtb,Kericho County,KE_County_35,,260,474
202202,Feb-22,202202,,uepLTG8wGWJ,Nyamira County,KE_County_46,,667,35
202202,Feb-22,202202,,ahwTMNAJvrL,Muranga County,KE_County_21,,87,163
202202,Feb-22,202202,,qKzosKQPl6G,Kiambu County,KE_County_22,,155,245
202202,Feb-22,202202,,yhCUgGcCcOo,Machakos County,KE_County_16,,29,51
202202,Feb-22,202202,,sANMZ3lpqGs,Vihiga County,KE_County_38,,3987,1054
202202,Feb-22,202202,,fVra3Pwta0Q,Migori County,KE_County_44,,2755,1473
202202,Feb-22,202202,,t0J75eHKxz5,Nandi County,KE_County_29,,38,49
202202,Feb-22,202202,,ptWVfaCIdVx,Nyeri County,KE_County_19,,12,23
202202,Feb-22,202202,,N7YETT3A9r1,Kwale County,KE_County_2,,20,46
202202,Feb-22,202202,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,34,34
202302,Feb-23,202302,,yhCUgGcCcOo,Machakos County,KE_County_16,,5,23
202302,Feb-23,202302,,xuFdFy6t9AH,Laikipia County,KE_County_31,,41,70
202302,Feb-23,202302,,qKzosKQPl6G,Kiambu County,KE_County_22,,124,214
202302,Feb-23,202302,,ihZsJ8alvtb,Kericho County,KE_County_35,,112,175
202302,Feb-23,202302,,mYZacFNIB3h,Nyandarua County,KE_County_18,,5,24
202302,Feb-23,202302,,fVra3Pwta0Q,Migori County,KE_County_44,,6538,3099
202302,Feb-23,202302,,ob6SxuRcqU4,Nakuru County,KE_County_32,,283,362
202302,Feb-23,202302,,Tvf1zgVZ0K4,Busia County,KE_County_40,,26775,17361
202302,Feb-23,202302,,uepLTG8wGWJ,Nyamira County,KE_County_46,,1448,53
202302,Feb-23,202302,,kphDeKClFch,Turkana County,KE_County_23,,2774,2578
202302,Feb-23,202302,,PFu8alU2KWG,Embu County,KE_County_14,,14,22
202302,Feb-23,202302,,u4t9H8XyU9P,Siaya County,KE_County_41,,12149,6013
202302,Feb-23,202302,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,48,116
202302,Feb-23,202302,,bzOfj0iwfDH,Isiolo County,KE_County_11,,194,571
202302,Feb-23,202302,,BjC1xL40gHo,Kakamega County,KE_County_37,,9648,3871
202302,Feb-23,202302,,jkG3zaihdSs,Nairobi County,KE_County_47,,183,433
202302,Feb-23,202302,,mThvosEflAU,Trans Nzoia County,KE_County_26,,42,53
202302,Feb-23,202302,,kqJ83J2D72s,Narok County,KE_County_33,,187,243
202302,Feb-23,202302,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,52,42
202302,Feb-23,202302,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,3,9
202302,Feb-23,202302,,uyOrcHZBpW0,Garissa County,KE_County_7,,315,296
202302,Feb-23,202302,,wsBsC6gjHvn,Mombasa County,KE_County_1,,6,41
202302,Feb-23,202302,,JsH2bnvNt2d,Tana River County,KE_County_4,,511,199
202302,Feb-23,202302,,NjWSbQTwys4,Lamu County,KE_County_5,,1,4
202302,Feb-23,202302,,sPkRcDvhGWA,Kisii County,KE_County_45,,1552,880
202302,Feb-23,202302,,BoDytkJQ4Qi,Makueni County,KE_County_17,,20,44
202302,Feb-23,202302,,nrI2khZx3d0,Kilifi County,KE_County_3,,25,99
202302,Feb-23,202302,,R6f9znhg37c,Mandera County,KE_County_9,,172,262
202302,Feb-23,202302,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,5498,2456
202302,Feb-23,202302,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,30,23
202302,Feb-23,202302,,sANMZ3lpqGs,Vihiga County,KE_County_38,,5560,1142
202302,Feb-23,202302,,N7YETT3A9r1,Kwale County,KE_County_2,,239,274
202302,Feb-23,202302,,HMNARUV2CW4,Bomet County,KE_County_36,,18,19
202302,Feb-23,202302,,vvOK1BxTbet,Baringo County,KE_County_30,,210,209
202302,Feb-23,202302,,j8o6iO4Njsi,Kitui County,KE_County_15,,27,60
202302,Feb-23,202302,,CeLsrJOH0g9,Wajir County,KE_County_8,,117,176
202302,Feb-23,202302,,o36zCRjSd4G,Samburu County,KE_County_25,,39,108
202302,Feb-23,202302,,Y52XNJ50hYb,Meru County,KE_County_12,,61,116
202302,Feb-23,202302,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,6129,2655
202302,Feb-23,202302,,Eey8fT4Im3y,Marsabit County,KE_County_10,,87,132
202302,Feb-23,202302,,XWALbfAPa6n,West Pokot County,KE_County_24,,190,401
202302,Feb-23,202302,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,135,188
202302,Feb-23,202302,,tAbBVBbueqD,Kisumu County,KE_County_42,,7799,12920
202302,Feb-23,202302,,ptWVfaCIdVx,Nyeri County,KE_County_19,,4,12
202302,Feb-23,202302,,ahwTMNAJvrL,Muranga County,KE_County_21,,15,75
202302,Feb-23,202302,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,5,21
202302,Feb-23,202302,,t0J75eHKxz5,Nandi County,KE_County_29,,528,165
202402,Feb-24,202402,,tAbBVBbueqD,Kisumu County,KE_County_42,,4725,12935
202402,Feb-24,202402,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,85,27
202402,Feb-24,202402,,ob6SxuRcqU4,Nakuru County,KE_County_32,,263,261
202402,Feb-24,202402,,t0J75eHKxz5,Nandi County,KE_County_29,,117,18
202402,Feb-24,202402,,nrI2khZx3d0,Kilifi County,KE_County_3,,198,124
202402,Feb-24,202402,,yhCUgGcCcOo,Machakos County,KE_County_16,,10,47
202402,Feb-24,202402,,sPkRcDvhGWA,Kisii County,KE_County_45,,2594,1351
202402,Feb-24,202402,,uepLTG8wGWJ,Nyamira County,KE_County_46,,1643,272
202402,Feb-24,202402,,BoDytkJQ4Qi,Makueni County,KE_County_17,,709,596
202402,Feb-24,202402,,qKzosKQPl6G,Kiambu County,KE_County_22,,107,141
202402,Feb-24,202402,,vvOK1BxTbet,Baringo County,KE_County_30,,604,455
202402,Feb-24,202402,,j8o6iO4Njsi,Kitui County,KE_County_15,,72,254
202402,Feb-24,202402,,sANMZ3lpqGs,Vihiga County,KE_County_38,,3038,911
202402,Feb-24,202402,,fVra3Pwta0Q,Migori County,KE_County_44,,2497,2649
202402,Feb-24,202402,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,12,15
202402,Feb-24,202402,,mThvosEflAU,Trans Nzoia County,KE_County_26,,34,14
202402,Feb-24,202402,,o36zCRjSd4G,Samburu County,KE_County_25,,58,78
202402,Feb-24,202402,,u4t9H8XyU9P,Siaya County,KE_County_41,,7493,4394
202402,Feb-24,202402,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,628,578
202402,Feb-24,202402,,Tvf1zgVZ0K4,Busia County,KE_County_40,,9498,16182
202402,Feb-24,202402,,Y52XNJ50hYb,Meru County,KE_County_12,,167,276
202402,Feb-24,202402,,bzOfj0iwfDH,Isiolo County,KE_County_11,,102,259
202402,Feb-24,202402,,Eey8fT4Im3y,Marsabit County,KE_County_10,,232,264
202402,Feb-24,202402,,BjC1xL40gHo,Kakamega County,KE_County_37,,10962,4772
202402,Feb-24,202402,,XWALbfAPa6n,West Pokot County,KE_County_24,,72,102
202402,Feb-24,202402,,jkG3zaihdSs,Nairobi County,KE_County_47,,50,86
202402,Feb-24,202402,,CeLsrJOH0g9,Wajir County,KE_County_8,,70,30
202402,Feb-24,202402,,wsBsC6gjHvn,Mombasa County,KE_County_1,,8,37
202402,Feb-24,202402,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,12,43
202402,Feb-24,202402,,ptWVfaCIdVx,Nyeri County,KE_County_19,,3,8
202402,Feb-24,202402,,R6f9znhg37c,Mandera County,KE_County_9,,208,128
202402,Feb-24,202402,,JsH2bnvNt2d,Tana River County,KE_County_4,,2002,604
202402,Feb-24,202402,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,12200,4488
202402,Feb-24,202402,,uyOrcHZBpW0,Garissa County,KE_County_7,,236,228
202402,Feb-24,202402,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,81,35
202402,Feb-24,202402,,NjWSbQTwys4,Lamu County,KE_County_5,,33,45
202402,Feb-24,202402,,N7YETT3A9r1,Kwale County,KE_County_2,,233,209
202402,Feb-24,202402,,ihZsJ8alvtb,Kericho County,KE_County_35,,163,733
202402,Feb-24,202402,,ahwTMNAJvrL,Muranga County,KE_County_21,,1,39
202402,Feb-24,202402,,kqJ83J2D72s,Narok County,KE_County_33,,391,419
202402,Feb-24,202402,,kphDeKClFch,Turkana County,KE_County_23,,543,705
202402,Feb-24,202402,,xuFdFy6t9AH,Laikipia County,KE_County_31,,126,99
202402,Feb-24,202402,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,59,37
202402,Feb-24,202402,,mYZacFNIB3h,Nyandarua County,KE_County_18,,17,28
202402,Feb-24,202402,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,7421,2916
202402,Feb-24,202402,,HMNARUV2CW4,Bomet County,KE_County_36,,128,72
202402,Feb-24,202402,,PFu8alU2KWG,Embu County,KE_County_14,,9,36
202502,Feb-25,202502,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,16,20
202502,Feb-25,202502,,PFu8alU2KWG,Embu County,KE_County_14,,229,337
202502,Feb-25,202502,,yhCUgGcCcOo,Machakos County,KE_County_16,,132,50
202502,Feb-25,202502,,JsH2bnvNt2d,Tana River County,KE_County_4,,588,318
202502,Feb-25,202502,,nrI2khZx3d0,Kilifi County,KE_County_3,,427,482
202502,Feb-25,202502,,ihZsJ8alvtb,Kericho County,KE_County_35,,110,215
202502,Feb-25,202502,,ahwTMNAJvrL,Muranga County,KE_County_21,,66,248
202502,Feb-25,202502,,t0J75eHKxz5,Nandi County,KE_County_29,,14,23
202502,Feb-25,202502,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,233,446
202502,Feb-25,202502,,bzOfj0iwfDH,Isiolo County,KE_County_11,,57,57
202502,Feb-25,202502,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,77,117
202502,Feb-25,202502,,Eey8fT4Im3y,Marsabit County,KE_County_10,,416,407
202502,Feb-25,202502,,mThvosEflAU,Trans Nzoia County,KE_County_26,,200,476
202502,Feb-25,202502,,u4t9H8XyU9P,Siaya County,KE_County_41,,10898,4610
202502,Feb-25,202502,,tAbBVBbueqD,Kisumu County,KE_County_42,,5590,6257
202502,Feb-25,202502,,uepLTG8wGWJ,Nyamira County,KE_County_46,,1791,275
202502,Feb-25,202502,,Tvf1zgVZ0K4,Busia County,KE_County_40,,9445,10313
202502,Feb-25,202502,,fVra3Pwta0Q,Migori County,KE_County_44,,4699,2191
202502,Feb-25,202502,,ob6SxuRcqU4,Nakuru County,KE_County_32,,68,223
202502,Feb-25,202502,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,10521,3864
202502,Feb-25,202502,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,28,40
202502,Feb-25,202502,,N7YETT3A9r1,Kwale County,KE_County_2,,689,695
202502,Feb-25,202502,,sANMZ3lpqGs,Vihiga County,KE_County_38,,4804,2394
202502,Feb-25,202502,,HMNARUV2CW4,Bomet County,KE_County_36,,179,251
202502,Feb-25,202502,,vvOK1BxTbet,Baringo County,KE_County_30,,132,152
202502,Feb-25,202502,,j8o6iO4Njsi,Kitui County,KE_County_15,,455,498
202502,Feb-25,202502,,NjWSbQTwys4,Lamu County,KE_County_5,,5,5
202502,Feb-25,202502,,Y52XNJ50hYb,Meru County,KE_County_12,,151,241
202502,Feb-25,202502,,wsBsC6gjHvn,Mombasa County,KE_County_1,,61,107
202502,Feb-25,202502,,BoDytkJQ4Qi,Makueni County,KE_County_17,,983,1069
202502,Feb-25,202502,,o36zCRjSd4G,Samburu County,KE_County_25,,231,217
202502,Feb-25,202502,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,17,50
202502,Feb-25,202502,,BjC1xL40gHo,Kakamega County,KE_County_37,,11936,5419
202502,Feb-25,202502,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,50,64
202502,Feb-25,202502,,XWALbfAPa6n,West Pokot County,KE_County_24,,209,256
202502,Feb-25,202502,,R6f9znhg37c,Mandera County,KE_County_9,,12,11
202502,Feb-25,202502,,sPkRcDvhGWA,Kisii County,KE_County_45,,2522,1544
202502,Feb-25,202502,,uyOrcHZBpW0,Garissa County,KE_County_7,,122,109
202502,Feb-25,202502,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,12900,4273
202502,Feb-25,202502,,CeLsrJOH0g9,Wajir County,KE_County_8,,12,21
202502,Feb-25,202502,,kqJ83J2D72s,Narok County,KE_County_33,,466,558
202502,Feb-25,202502,,kphDeKClFch,Turkana County,KE_County_23,,1268,1408
202101,Jan-21,202101,,BoDytkJQ4Qi,Makueni County,KE_County_17,,10,6
202101,Jan-21,202101,,j8o6iO4Njsi,Kitui County,KE_County_15,,4,
202101,Jan-21,202101,,Eey8fT4Im3y,Marsabit County,KE_County_10,,111,139
202101,Jan-21,202101,,sANMZ3lpqGs,Vihiga County,KE_County_38,,3107,997
202101,Jan-21,202101,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,9,28
202101,Jan-21,202101,,vvOK1BxTbet,Baringo County,KE_County_30,,16,16
202101,Jan-21,202101,,Y52XNJ50hYb,Meru County,KE_County_12,,2,20
202101,Jan-21,202101,,o36zCRjSd4G,Samburu County,KE_County_25,,21,23
202101,Jan-21,202101,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,,1
202101,Jan-21,202101,,wsBsC6gjHvn,Mombasa County,KE_County_1,,74,45
202101,Jan-21,202101,,sPkRcDvhGWA,Kisii County,KE_County_45,,504,353
202101,Jan-21,202101,,uyOrcHZBpW0,Garissa County,KE_County_7,,247,132
202101,Jan-21,202101,,jkG3zaihdSs,Nairobi County,KE_County_47,,38,109
202101,Jan-21,202101,,BjC1xL40gHo,Kakamega County,KE_County_37,,1961,5148
202101,Jan-21,202101,,XWALbfAPa6n,West Pokot County,KE_County_24,,,49
202101,Jan-21,202101,,nrI2khZx3d0,Kilifi County,KE_County_3,,8,57
202101,Jan-21,202101,,R6f9znhg37c,Mandera County,KE_County_9,,80,232
202101,Jan-21,202101,,PFu8alU2KWG,Embu County,KE_County_14,,17,11
202101,Jan-21,202101,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,3192,1262
202101,Jan-21,202101,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,35,15
202101,Jan-21,202101,,kphDeKClFch,Turkana County,KE_County_23,,338,768
202101,Jan-21,202101,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,1317,1146
202101,Jan-21,202101,,CeLsrJOH0g9,Wajir County,KE_County_8,,,331
202101,Jan-21,202101,,kqJ83J2D72s,Narok County,KE_County_33,,308,290
202101,Jan-21,202101,,qKzosKQPl6G,Kiambu County,KE_County_22,,114,141
202101,Jan-21,202101,,uepLTG8wGWJ,Nyamira County,KE_County_46,,756,33
202101,Jan-21,202101,,ahwTMNAJvrL,Muranga County,KE_County_21,,6,89
202101,Jan-21,202101,,yhCUgGcCcOo,Machakos County,KE_County_16,,50,95
202101,Jan-21,202101,,JsH2bnvNt2d,Tana River County,KE_County_4,,304,333
202101,Jan-21,202101,,mYZacFNIB3h,Nyandarua County,KE_County_18,,65,77
202101,Jan-21,202101,,mThvosEflAU,Trans Nzoia County,KE_County_26,,498,342
202101,Jan-21,202101,,ihZsJ8alvtb,Kericho County,KE_County_35,,7,5
202101,Jan-21,202101,,ptWVfaCIdVx,Nyeri County,KE_County_19,,4,24
202101,Jan-21,202101,,u4t9H8XyU9P,Siaya County,KE_County_41,,5471,4533
202101,Jan-21,202101,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,21,51
202101,Jan-21,202101,,bzOfj0iwfDH,Isiolo County,KE_County_11,,7,9
202101,Jan-21,202101,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,185,267
202101,Jan-21,202101,,N7YETT3A9r1,Kwale County,KE_County_2,,8,2
202101,Jan-21,202101,,Tvf1zgVZ0K4,Busia County,KE_County_40,,3372,10208
202101,Jan-21,202101,,fVra3Pwta0Q,Migori County,KE_County_44,,1032,874
202101,Jan-21,202101,,ob6SxuRcqU4,Nakuru County,KE_County_32,,163,384
202101,Jan-21,202101,,tAbBVBbueqD,Kisumu County,KE_County_42,,1375,627
202201,Jan-22,202201,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,546,567
202201,Jan-22,202201,,jkG3zaihdSs,Nairobi County,KE_County_47,,111,134
202201,Jan-22,202201,,mThvosEflAU,Trans Nzoia County,KE_County_26,,316,145
202201,Jan-22,202201,,BjC1xL40gHo,Kakamega County,KE_County_37,,8614,3497
202201,Jan-22,202201,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,102,78
202201,Jan-22,202201,,Tvf1zgVZ0K4,Busia County,KE_County_40,,11676,12710
202201,Jan-22,202201,,XWALbfAPa6n,West Pokot County,KE_County_24,,44,157
202201,Jan-22,202201,,R6f9znhg37c,Mandera County,KE_County_9,,70,120
202201,Jan-22,202201,,JsH2bnvNt2d,Tana River County,KE_County_4,,1030,931
202201,Jan-22,202201,,bzOfj0iwfDH,Isiolo County,KE_County_11,,260,1156
202201,Jan-22,202201,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,4032,1674
202201,Jan-22,202201,,wsBsC6gjHvn,Mombasa County,KE_County_1,,89,142
202201,Jan-22,202201,,Y52XNJ50hYb,Meru County,KE_County_12,,76,144
202201,Jan-22,202201,,ahwTMNAJvrL,Muranga County,KE_County_21,,77,191
202201,Jan-22,202201,,o36zCRjSd4G,Samburu County,KE_County_25,,87,54
202201,Jan-22,202201,,ihZsJ8alvtb,Kericho County,KE_County_35,,206,566
202201,Jan-22,202201,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,4072,1912
202201,Jan-22,202201,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,266,103
202201,Jan-22,202201,,kphDeKClFch,Turkana County,KE_County_23,,2051,1974
202201,Jan-22,202201,,PFu8alU2KWG,Embu County,KE_County_14,,6,26
202201,Jan-22,202201,,nrI2khZx3d0,Kilifi County,KE_County_3,,96,154
202201,Jan-22,202201,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,214,69
202201,Jan-22,202201,,HMNARUV2CW4,Bomet County,KE_County_36,,8,9
202201,Jan-22,202201,,uyOrcHZBpW0,Garissa County,KE_County_7,,396,464
202201,Jan-22,202201,,mYZacFNIB3h,Nyandarua County,KE_County_18,,5,16
202201,Jan-22,202201,,NjWSbQTwys4,Lamu County,KE_County_5,,1,5
202201,Jan-22,202201,,kqJ83J2D72s,Narok County,KE_County_33,,275,297
202201,Jan-22,202201,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,30,39
202201,Jan-22,202201,,CeLsrJOH0g9,Wajir County,KE_County_8,,,3
202201,Jan-22,202201,,sPkRcDvhGWA,Kisii County,KE_County_45,,657,332
202201,Jan-22,202201,,BoDytkJQ4Qi,Makueni County,KE_County_17,,15,59
202201,Jan-22,202201,,Eey8fT4Im3y,Marsabit County,KE_County_10,,88,121
202201,Jan-22,202201,,j8o6iO4Njsi,Kitui County,KE_County_15,,3,
202201,Jan-22,202201,,N7YETT3A9r1,Kwale County,KE_County_2,,18,14
202201,Jan-22,202201,,vvOK1BxTbet,Baringo County,KE_County_30,,131,84
202201,Jan-22,202201,,sANMZ3lpqGs,Vihiga County,KE_County_38,,5820,1187
202201,Jan-22,202201,,yhCUgGcCcOo,Machakos County,KE_County_16,,19,28
202201,Jan-22,202201,,u4t9H8XyU9P,Siaya County,KE_County_41,,8260,5910
202201,Jan-22,202201,,t0J75eHKxz5,Nandi County,KE_County_29,,1100,296
202201,Jan-22,202201,,fVra3Pwta0Q,Migori County,KE_County_44,,2694,1512
202201,Jan-22,202201,,ob6SxuRcqU4,Nakuru County,KE_County_32,,134,396
202201,Jan-22,202201,,uepLTG8wGWJ,Nyamira County,KE_County_46,,765,43
202201,Jan-22,202201,,ptWVfaCIdVx,Nyeri County,KE_County_19,,11,25
202201,Jan-22,202201,,qKzosKQPl6G,Kiambu County,KE_County_22,,116,148
202201,Jan-22,202201,,tAbBVBbueqD,Kisumu County,KE_County_42,,3205,6103
202301,Jan-23,202301,,ob6SxuRcqU4,Nakuru County,KE_County_32,,429,383
202301,Jan-23,202301,,u4t9H8XyU9P,Siaya County,KE_County_41,,9582,4833
202301,Jan-23,202301,,nrI2khZx3d0,Kilifi County,KE_County_3,,35,46
202301,Jan-23,202301,,t0J75eHKxz5,Nandi County,KE_County_29,,326,233
202301,Jan-23,202301,,kphDeKClFch,Turkana County,KE_County_23,,2659,1872
202301,Jan-23,202301,,tAbBVBbueqD,Kisumu County,KE_County_42,,6858,11737
202301,Jan-23,202301,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,46,84
202301,Jan-23,202301,,xuFdFy6t9AH,Laikipia County,KE_County_31,,67,73
202301,Jan-23,202301,,ihZsJ8alvtb,Kericho County,KE_County_35,,114,154
202301,Jan-23,202301,,PFu8alU2KWG,Embu County,KE_County_14,,10,22
202301,Jan-23,202301,,Eey8fT4Im3y,Marsabit County,KE_County_10,,53,180
202301,Jan-23,202301,,JsH2bnvNt2d,Tana River County,KE_County_4,,976,508
202301,Jan-23,202301,,mYZacFNIB3h,Nyandarua County,KE_County_18,,2,18
202301,Jan-23,202301,,BoDytkJQ4Qi,Makueni County,KE_County_17,,21,34
202301,Jan-23,202301,,kqJ83J2D72s,Narok County,KE_County_33,,340,374
202301,Jan-23,202301,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,18,14
202301,Jan-23,202301,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,4395,2328
202301,Jan-23,202301,,R6f9znhg37c,Mandera County,KE_County_9,,177,238
202301,Jan-23,202301,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,33,27
202301,Jan-23,202301,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,54,32
202301,Jan-23,202301,,sPkRcDvhGWA,Kisii County,KE_County_45,,1294,712
202301,Jan-23,202301,,uyOrcHZBpW0,Garissa County,KE_County_7,,384,356
202301,Jan-23,202301,,ptWVfaCIdVx,Nyeri County,KE_County_19,,33,30
202301,Jan-23,202301,,Y52XNJ50hYb,Meru County,KE_County_12,,73,162
202301,Jan-23,202301,,NjWSbQTwys4,Lamu County,KE_County_5,,1,2
202301,Jan-23,202301,,wsBsC6gjHvn,Mombasa County,KE_County_1,,6,14
202301,Jan-23,202301,,CeLsrJOH0g9,Wajir County,KE_County_8,,99,148
202301,Jan-23,202301,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,5770,2434
202301,Jan-23,202301,,o36zCRjSd4G,Samburu County,KE_County_25,,105,147
202301,Jan-23,202301,,jkG3zaihdSs,Nairobi County,KE_County_47,,138,364
202301,Jan-23,202301,,sANMZ3lpqGs,Vihiga County,KE_County_38,,5314,1091
202301,Jan-23,202301,,BjC1xL40gHo,Kakamega County,KE_County_37,,9560,3885
202301,Jan-23,202301,,HMNARUV2CW4,Bomet County,KE_County_36,,43,8
202301,Jan-23,202301,,XWALbfAPa6n,West Pokot County,KE_County_24,,32,53
202301,Jan-23,202301,,vvOK1BxTbet,Baringo County,KE_County_30,,288,272
202301,Jan-23,202301,,bzOfj0iwfDH,Isiolo County,KE_County_11,,157,739
202301,Jan-23,202301,,j8o6iO4Njsi,Kitui County,KE_County_15,,,2
202301,Jan-23,202301,,mThvosEflAU,Trans Nzoia County,KE_County_26,,79,35
202301,Jan-23,202301,,fVra3Pwta0Q,Migori County,KE_County_44,,5074,2352
202301,Jan-23,202301,,qKzosKQPl6G,Kiambu County,KE_County_22,,104,188
202301,Jan-23,202301,,uepLTG8wGWJ,Nyamira County,KE_County_46,,1196,61
