periodid,periodname,periodcode,perioddescription,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,Fevers,IDSR Other Viral Haemorrhagic Fevers Total,MOH 515 Rev 2020_Number of over 5 years cases with fever for less than 7 days,MOH 515 Rev 2020_Number of under 5 years cases with fever for less than 7 days,MOH_744A_No. of Neurological disorders
202407,July 2024,202407,,whWfFA9D7td,Sirisia Sub County,KE_SubCounty_2971,,,,1628,582,
202407,July 2024,202407,,ZCYATXdLsL1,Mt Elgon Sub County,KE_SubCounty_2972,,,,333,84,
202407,July 2024,202407,,f18kGo9yXWo,Cherangany Sub County,KE_SubCounty_3215,,,,33,75,
202407,July 2024,202407,,SZapM1R0Kti,Kajiado Central Sub County,KE_SubCounty_3009,,,,161,170,
202407,July 2024,202407,,sANMZ3lpqGs,Vihiga County,KE_County_38,,,,11201,4034,
202407,July 2024,202407,,GXnD5lHeanK,Nyeri Central Sub County,KE_SubCounty_3189,,,,,,94
202407,July 2024,202407,,m9nsQ1MXlVU,Ugunja Sub County,KE_SubCounty_3204,,,,824,775,
202407,July 2024,202407,,qoLIT7y5f5c,Kamukunji Sub County,KE_SubCounty_3141,,,,6,68,
202407,July 2024,202407,,XlYC8FMUgxi,Buuri West Sub County,KE_SubCounty_3260,,,,24,60,
202407,July 2024,202407,,YnIAWg1T4AY,Belgut Sub County,KE_SubCounty_3024,,,,23,41,
202407,July 2024,202407,,kBQIjtWUBqj,Nyakach Sub County,KE_SubCounty_3062,,,,538,1490,8
202407,July 2024,202407,,hCvlJNjyZna,Banissa Sub County,KE_SubCounty_3104,,,,19,32,
202407,July 2024,202407,,Qn5Fff2lIDz,Masaba North Sub County,KE_SubCounty_3182,,,,82,20,
202407,July 2024,202407,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,,,103,150,
202407,July 2024,202407,,nCziQtZ49jj,Lari Sub County,KE_SubCounty_3029,,,,10,22,
202407,July 2024,202407,,t0J75eHKxz5,Nandi County,KE_County_29,,,,70,70,111
202407,July 2024,202407,,OZNRpww2TUK,Bomet East Sub County,KE_SubCounty_2961,,,,46,44,5
202407,July 2024,202407,,kphDeKClFch,Turkana County,KE_County_23,,,,1182,1009,184
202407,July 2024,202407,,xuFdFy6t9AH,Laikipia County,KE_County_31,,,,149,137,7
202407,July 2024,202407,,O0xCBkXfQfe,Githurai Sub County,3297,,,,27,36,
202407,July 2024,202407,,xN5aPo4ZOIt,Buuri East Sub County,KE_SubCounty_3111,,,,2,2,
202407,July 2024,202407,,RScEHA3V38d,Fafi Sub County,KE_SubCounty_2990,,,,11,50,
202407,July 2024,202407,,Xtb7tbJpk9p,Mosop Sub County,KE_SubCounty_3167,,,,,24,
202407,July 2024,202407,,cmWAJB5kCDW,Kitui West Sub County,KE_SubCounty_3073,,,,,13,
202407,July 2024,202407,,bqtTmWcikTN,Baringo North Sub County,KE_SubCounty_2957,,,,1,1,
202407,July 2024,202407,,RJyUfi5BQUm,Laikipia North Sub County,KE_SubCounty_3085,,,,131,118,
202407,July 2024,202407,,yhCUgGcCcOo,Machakos County,KE_County_16,,,,8,62,206
202407,July 2024,202407,,Sq2fLWnOCGg,Aldai Sub County,KE_SubCounty_3171,,,,12,27,
202407,July 2024,202407,,ZNXf7qiVh3t,Tharaka North Sub County,KE_SubCounty_3212,,,,14,,
202407,July 2024,202407,,tvkI2HSIRW9,Matayos Sub County,KE_SubCounty_2976,,,,2907,2554,7
202407,July 2024,202407,,x6Z1sBeiyqQ,Eldas Sub County,KE_SubCounty_3239,,,0,5,,
202407,July 2024,202407,,UGFoTN6rMVy,Lokiriama Sub County,,,,,,30,
202407,July 2024,202407,,mCGytMcMf6y,Suba North Sub County,KE_SubCounty_2996,,,,1292,397,
202407,July 2024,202407,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,,,11330,3919,21
202407,July 2024,202407,,N7YETT3A9r1,Kwale County,KE_County_2,,,11,1120,987,36
202407,July 2024,202407,,NIVPdmQjQKg,Tigania Central Sub County,KE_SubCounty_3261,,,,126,228,
202407,July 2024,202407,,LRNmnMw1fBs,Seme Sub County,KE_SubCounty_3065,,,,2535,2232,62
202407,July 2024,202407,,wt8cPHWfkfu,Bureti Sub County,KE_SubCounty_3025,,,,87,62,
202407,July 2024,202407,,oMaQgNIs85x,Kiambaa Sub County,KE_SubCounty_3033,,,,7,12,
202407,July 2024,202407,,Taw0Zg7nArd,Kipkelion West Sub County,KE_SubCounty_3027,,,,255,190,
202407,July 2024,202407,,TPfcUHno8oP,Igembe Central Sub County,KE_SubCounty_3117,,,,4,10,
202407,July 2024,202407,,iyOe3zltlp6,Teso Central Sub County,3276,,,,1700,732,
202407,July 2024,202407,,jkQZEow83MX,Bumula Sub County,KE_SubCounty_2969,,,,1981,914,
202407,July 2024,202407,,ABy8CNqf2e7,Kwanza Sub County,KE_SubCounty_3219,,,,11,34,
202407,July 2024,202407,,zd8rhYqGowE,Turkana Central Sub County,KE_SubCounty_3223,,,,645,310,184
202407,July 2024,202407,,GpEIlwz3FvT,Teso North Sub County,KE_SubCounty_2979,,,,859,3506,
202407,July 2024,202407,,q8R0FA1hxnP,Moiben Sub County,KE_SubCounty_3230,,,,41,34,
202407,July 2024,202407,,NmbwkQ5r5cB,Muhoroni Sub County,KE_SubCounty_3063,,,,1691,1649,
202407,July 2024,202407,,Lfxw0DfD4jN,Lamu West Sub County,KE_SubCounty_3089,,,,7,3,
202407,July 2024,202407,,nHEr5EciFh0,Suna East Sub County,KE_SubCounty_3124,,,,593,225,2
202407,July 2024,202407,,fNROL0qm8De,Narok North Sub County,KE_SubCounty_3176,,,,65,74,
202407,July 2024,202407,,bzOfj0iwfDH,Isiolo County,KE_County_11,,,,68,133,
202407,July 2024,202407,,dSLnPmNlm8Q,Marigat Sub County,KE_SubCounty_2955,,,,67,74,
202407,July 2024,202407,,PGTkGnIAZuy,Transmara East Sub County,KE_SubCounty_3177,,,,63,75,
202407,July 2024,202407,,Yl9UDBnDvvW,Koibatek Sub County,KE_SubCounty_2953,,,,5,6,
202407,July 2024,202407,,aqYhbqKclsI,Webuye West Sub County,KE_SubCounty_2966,,,,919,415,
202407,July 2024,202407,,fCInDXluNhx,Uriri Sub County,KE_SubCounty_3122,,,,88,48,
202407,July 2024,202407,,A6Sj8RumZ0m,Nyaribari Masaba Sub County,KE_SubCounty_3056,,,,91,105,
202407,July 2024,202407,,tKOna0n1Nmk,Lokichoggio Sub County,,,,,20,119,
202407,July 2024,202407,,H5RvDZkoDJL,Mandera West Sub County,KE_SubCounty_3105,,,,3,20,
202407,July 2024,202407,,uepLTG8wGWJ,Nyamira County,KE_County_46,,,,5060,1677,4
202407,July 2024,202407,,CUjthlounWV,Kanduyi Sub County,KE_SubCounty_2968,,,,972,369,21
202407,July 2024,202407,,mYlMs4xTj82,Ainabkoi Sub County,KE_SubCounty_3229,,,,,,185
202407,July 2024,202407,,uyOrcHZBpW0,Garissa County,KE_County_7,,,,68,95,405
202407,July 2024,202407,,BXaq5PxSfz2,Hamisi Sub County,KE_SubCounty_3235,,,,1863,971,
202407,July 2024,202407,,gD4xxgDGJ4Y,Embakasi East Sub County,KE_SubCounty_3144,,,,,5,
202407,July 2024,202407,,XWALbfAPa6n,West Pokot County,KE_County_24,,,,693,578,1
202407,July 2024,202407,,mYZacFNIB3h,Nyandarua County,KE_County_18,,,,22,15,5
202407,July 2024,202407,,fVra3Pwta0Q,Migori County,KE_County_44,,,,3650,2753,2
202407,July 2024,202407,,BjC1xL40gHo,Kakamega County,KE_County_37,,,,17824,7293,102
202407,July 2024,202407,,MEkEH8ZmcOU,Kilifi North Sub County,KE_SubCounty_3047,Sub County,,,32,85,2
202407,July 2024,202407,,CeLsrJOH0g9,Wajir County,KE_County_8,,,0,76,156,2
202407,July 2024,202407,,A34NiI4rgnf,Kirinyaga West Sub County,KE_SubCounty_3049,,,,14,8,
202407,July 2024,202407,,THm2tCJa2ZQ,Kuria East Sub County,KE_SubCounty_3119,,,,233,472,
202407,July 2024,202407,,zCCIu1Vi3Wh,Bonchari Sub County,KE_SubCounty_3061,,,,560,297,
202407,July 2024,202407,,lmr1q6dTaso,Soy Sub County,KE_SubCounty_3232,,,,208,23,
202407,July 2024,202407,,jHmpQUlnkQk,Kirinyaga South Sub County,KE_SubCounty_3051,,,,,2,
202407,July 2024,202407,,jtBjNpL9FXS,Kuria West Sub County,KE_SubCounty_3120,,,,663,479,
202407,July 2024,202407,,hJf4rt7cvI6,Rabai Sub County,KE_SubCounty_3044,,,,39,29,
202407,July 2024,202407,,LpwqSz9xMIj,Kipkomo Sub County,KE_SubCounty_3263,,,,11,32,
202407,July 2024,202407,,YzEDO9Mq4TR,Kisumu West Sub County,KE_SubCounty_3067,,,,806,1149,10
202407,July 2024,202407,,YzB2ZBCwKLa,Kadibo Sub County,KE_SubCounty_3298,,,,403,1796,2
202407,July 2024,202407,,OZiGQn2R8kK,Loima Sub County,KE_SubCounty_3222,,,,38,157,
202407,July 2024,202407,,nrI2khZx3d0,Kilifi County,KE_County_3,,,,238,340,20
202407,July 2024,202407,,LOgbecTRkbp,Kinango Sub County,KE_SubCounty_3077,,,,250,192,
202407,July 2024,202407,,vbauk0RRq9N,Kitui Rural Sub County,KE_SubCounty_3072,,,,,7,
202407,July 2024,202407,,x7qUMtZZvo9,Ganze Sub County,KE_SubCounty_3043,,,,49,94,
202407,July 2024,202407,,NHRktMsAkO1,Samia Sub County,KE_SubCounty_2974,,,,1656,919,
202407,July 2024,202407,,nwh9bXKykiS,Nakuru North Sub County,KE_SubCounty_3158,,,,,12,
202407,July 2024,202407,,InECuIlzJGx,Ugenya Sub County,KE_SubCounty_3205,,,,1531,817,13
202407,July 2024,202407,,bnYzgzYe2Z7,Narok South Sub County,KE_SubCounty_3174,,,,55,77,
202407,July 2024,202407,,iK2Jk2AxhlD,Rangwe Sub County,KE_SubCounty_2999,Sub County,,,485,334,
202407,July 2024,202407,,uRl5fBkhpcE,Mumias West Sub County,KE_SubCounty_3017,,,,1819,768,
202407,July 2024,202407,,kMSLkN4nsRl,Runyenjes Sub County,KE_SubCounty_2986,,,,12,14,
202407,July 2024,202407,,zI6vnsXresW,Bunyala Sub County,KE_SubCounty_2973,,,,1655,1231,
202407,July 2024,202407,,XcRpb1xsM64,Rarieda Sub County,KE_SubCounty_3200,,,,2724,979,
202407,July 2024,202407,,wsBsC6gjHvn,Mombasa County,KE_County_1,,,,36,59,195
202407,July 2024,202407,,Nb6e34jNGAq,Transmara West Sub County,KE_SubCounty_3178,,,,60,32,1
202407,July 2024,202407,,KyuSYunELJI,Sotik Sub County,KE_SubCounty_2963,,,,6,10,
202407,July 2024,202407,,MYSShwNcjzb,Suba West Sub County,3265,,,,420,80,
202407,July 2024,202407,,f3AcdRzgTwz,Manga Sub County,KE_SubCounty_3183,Sub County,,,1082,107,
202407,July 2024,202407,,GshNTMZJ5r1,Ainamoi Sub County,KE_SubCounty_3026,,,,56,138,15
202407,July 2024,202407,,TnCu7j4XNj6,Samburu Sub County,,,,,87,52,
202407,July 2024,202407,,sZjPgbWI5ra,Moyale Sub County,KE_SubCounty_3109,,,,88,61,
202407,July 2024,202407,,MWqQbxWqACn,Kitui Central Sub County,KE_SubCounty_3071,,,,6,6,14
202407,July 2024,202407,,K7mZpm8COh7,Butere Sub County,KE_SubCounty_3014,,,,1778,814,16
202407,July 2024,202407,,fFh3beH29fD,Nyaribari Chache Sub County,KE_SubCounty_3055,,,,159,55,
202407,July 2024,202407,,KXM9VnhuLfP,Mwingi North Sub County,KE_SubCounty_3076,,,,30,176,
202407,July 2024,202407,,gSJXzH1DM75,Njoro Sub County,KE_SubCounty_3165,,,,128,7,
202407,July 2024,202407,,st4v8xfqgJf,Tiaty East Sub County,KE_SubCounty_2958,,,,359,117,
202407,July 2024,202407,,orUwYD52An3,Tongaren Sub County,KE_SubCounty_2964,,,,790,204,
202407,July 2024,202407,,yoGLpCTgjed,Voi Sub County,KE_SubCounty_3206,,,,7,25,93
202407,July 2024,202407,,PRpKwAloU5b,Kisumu East Sub County,KE_SubCounty_3068,,,,1104,1245,
202407,July 2024,202407,,k1mze33jOs0,Kabuchai Sub County,KE_SubCounty_2970,,,,1520,608,
202407,July 2024,202407,,xWAZBULwGxp,Kilifi South Sub County,KE_SubCounty_3046,,,,65,51,
202407,July 2024,202407,,TdcYaufNV4p,Lunga Lunga Sub County,KE_SubCounty_3079,,,,532,413,
202407,July 2024,202407,,yWPcTwGwQ2B,Bura Sub County,KE_SubCounty_3249,,,,59,96,
202407,July 2024,202407,,hBU8B1KI12P,Gilgil Sub County,KE_SubCounty_3163,Sub county level Office,,,3,32,
202407,July 2024,202407,,JmE1qRVQD4F,Chuka Sub County,KE_SubCounty_3213,Chuka Town -Along Nairobi Meru Highway,,,,5,52
202407,July 2024,202407,,EZraJgLdRLX,Marakwet East Sub County,KE_SubCounty_2982,,,,61,47,
202407,July 2024,202407,,Cu46otDi1RO,Alego Usonga Sub County,KE_SubCounty_3203,,,,2429,1309,
202407,July 2024,202407,,sr8WEz03EnP,Nyali Sub County,KE_SubCounty_3129,,,,16,30,
202407,July 2024,202407,,m1X5Chs8cRL,Suguta Sub county,,,,,182,38,
202407,July 2024,202407,,gZM3NbHaugk,Narok East Sub County,KE_SubCounty_3175,,,,30,35,
202407,July 2024,202407,,Eey8fT4Im3y,Marsabit County,KE_County_10,,,,181,160,
202407,July 2024,202407,,ADMywdLwoRX,Msambweni Sub County,KE_SubCounty_3080,,,,172,120,
202407,July 2024,202407,,UhQS2Mv0PCK,Khwisero Sub County,KE_SubCounty_3013,,,,1262,312,
202407,July 2024,202407,,urtJSF5jcBC,Sabatia Sub County,KE_SubCounty_3236,,,,1590,301,
202407,July 2024,202407,,k7Rj54u6dMx,Baringo Central Sub County,KE_SubCounty_2956,,,,38,69,13
202407,July 2024,202407,,ES1CWa4AJmJ,Malava Sub County,KE_SubCounty_3020,,,,1708,985,
202407,July 2024,202407,,ScLzA7tQxrH,Sigowet/Soin Sub County,KE_SubCounty_3023,,,,67,206,
202407,July 2024,202407,,qsjAa8FE8OS,Wajir North Sub County,KE_SubCounty_3243,,,,11,13,
202407,July 2024,202407,,f4AOiG8fYtn,Webuye East Sub County,KE_SubCounty_2967,,,,872,254,
202407,July 2024,202407,,X98G0eIWdmP,Wajir West Sub County,KE_SubCounty_3240,,,,41,31,
202407,July 2024,202407,,lQkHbTC1iRg,Garissa Sub County,KE_SubCounty_2994,,,,1,4,405
202407,July 2024,202407,,iRK9uABUTVZ,Nyando Sub County,KE_SubCounty_3064,,,,694,2295,2
202407,July 2024,202407,,cQkF9l9wePP,Kitutu Chache North Sub County,KE_SubCounty_3054,,,,269,71,
202407,July 2024,202407,,BzFBYZhF5fx,Rachuonyo East Sub County,KE_SubCounty_3001,Sub County,,,1298,248,
202407,July 2024,202407,,ob6SxuRcqU4,Nakuru County,KE_County_32,,,,534,429,
202407,July 2024,202407,,AIGIQpolMRn,Makueni Sub County,KE_SubCounty_3082,,,,46,186,
202407,July 2024,202407,,QwGkDS0DNls,Kuresoi South Sub County,KE_SubCounty_3162,,,,15,49,
202407,July 2024,202407,,pF6qPMIlHte,Laikipia East Sub County,KE_SubCounty_3086,,,,18,19,7
202407,July 2024,202407,,PUhMyfDD2xp,Chepalungu Sub County,KE_SubCounty_2962,,,,31,34,
202407,July 2024,202407,,cooDDG3Lh3A,Bobasi Sub County,KE_SubCounty_3058,,,,122,72,
202407,July 2024,202407,,v5qbFUgfIoF,Nyamira North Sub County,KE_SubCounty_3180,,,,3450,1478,
202407,July 2024,202407,,KuprsuBe1l0,Turbo Sub County,KE_SubCounty_3231,,,,6,11,
202407,July 2024,202407,,uE7HKhqPOtf,Mwingi Central Sub County,KE_SubCounty_3074,,,,31,25,
202407,July 2024,202407,,SSz1iOv28Jk,Embakasi North Sub County,KE_SubCounty_3146,,,,,,3
202407,July 2024,202407,,ntRK47D5dYL,Bomachoge Borabu Sub County,KE_SubCounty_3059,,,,118,95,
202407,July 2024,202407,,uov0yFMw9Qm,Wajir East Sub County,KE_SubCounty_3242,,,,19,57,2
202407,July 2024,202407,,fmNokBURXjM,Tarbaj Sub County,KE_SubCounty_3241,,,,,55,
202407,July 2024,202407,,YZAZ1a9MIvX,Thika Town Sub County,KE_SubCounty_3037,,,,20,31,
202407,July 2024,202407,,Yz1V5Cx8CO2,Tharaka South Sub County,KE_SubCounty_3211,,,,38,60,2
202407,July 2024,202407,,xAl2ixfcOFU,Transmara South Sub County,3275,,,,65,47,
202407,July 2024,202407,,NhsAMiaS0TD,Rachuonyo South Sub County,KE_SubCounty_3002,,,,336,203,4
202407,July 2024,202407,,j6fqt5TYqPZ,North Horr Sub County,KE_SubCounty_3108,,,,,8,
202407,July 2024,202407,,C1hO6wNOgrH,Kisauni Sub County,KE_SubCounty_3130,,,,1,1,
202407,July 2024,202407,,jNzRdAwjaQ1,Taveta Sub County,KE_SubCounty_3209,,,,1,4,
202407,July 2024,202407,,HMNARUV2CW4,Bomet County,KE_County_36,,,,246,100,5
202407,July 2024,202407,,iGFdm333PJ2,Kutulo Sub County,KE_SubCounty_3258,,,,,11,
202407,July 2024,202407,,ptWVfaCIdVx,Nyeri County,KE_County_19,,,,,,94
202407,July 2024,202407,,PFu8alU2KWG,Embu County,KE_County_14,,,,21,51,41
202407,July 2024,202407,,EhchjCHkhJ9,Teso South Sub County,KE_SubCounty_2978,,,,1175,520,
202407,July 2024,202407,,f6EOn3xI9YH,Kirinyaga North/Mwea West Sub County,KE_SubCounty_3052,,,,15,2,
202407,July 2024,202407,,U3lGZ71W9Te,Tigania East Sub County,KE_SubCounty_3114,,,,,5,
202407,July 2024,202407,,Ur2xRBDtazT,Homa Bay Town Sub County,KE_SubCounty_2998,,,,375,326,
202407,July 2024,202407,,lkYdgjRSOoE,Luanda Sub County,KE_SubCounty_3234,,,,2769,964,
202407,July 2024,202407,,pzZHpL2ueIn,Kiminini Sub County,KE_SubCounty_3216,,,,74,74,28
202407,July 2024,202407,,ylWg6VvADJE,West Pokot Sub County,KE_SubCounty_3247,,,,647,487,1
202407,July 2024,202407,,I2LYLqKU6AW,Isiolo Sub County,KE_SubCounty_3004,,,,46,101,
202407,July 2024,202407,,ihZsJ8alvtb,Kericho County,KE_County_35,,,,516,674,15
202407,July 2024,202407,,KXc4ez8OAFz,Machakos Sub County,KE_SubCounty_3092,,,,,,176
202407,July 2024,202407,,ahwTMNAJvrL,Muranga County,KE_County_21,,,,61,282,15
202407,July 2024,202407,,Mk4bMOSMRTB,Tiaty West Sub County,KE_SubCounty_3253,,,,322,334,
202407,July 2024,202407,,d0Gu8FrRM0Y,Kitui East Sub County,KE_SubCounty_3070,,,,,3,
202407,July 2024,202407,,EW4Jw4dVWBt,Dadaab Sub County,KE_SubCounty_2991,,,,56,41,
202407,July 2024,202407,,KTayLusaU5I,Nakuru West Sub County,KE_SubCounty_3157,,,,,6,
202407,July 2024,202407,,eyADpAXM834,Loitokitok Sub County,KE_SubCounty_3006,,,,524,518,
202407,July 2024,202407,,Y3NjAhiBaZT,Lurambi Sub County,KE_SubCounty_3019,,,,1711,548,86
202407,July 2024,202407,,pKJ4NZGPzTA,Kaiti Sub County,KE_SubCounty_3251,,,,,4,
202407,July 2024,202407,,BE6HMtlHyl1,Ikolomani Sub County,KE_SubCounty_3011,,,,1269,276,
202407,July 2024,202407,,d3hSQ3EtnPk,Kitui South Sub County,KE_SubCounty_3069,,,,296,203,
202407,July 2024,202407,,wMv0s3U2nnG,Likuyani Sub County,KE_SubCounty_3021,,,,649,221,
202407,July 2024,202407,,G6PJ5kFVAuO,Navakholo Sub County,KE_SubCounty_3018,,,,1563,656,
202407,July 2024,202407,,WILszL634oZ,Saku Sub County,KE_SubCounty_3107,,,,54,66,
202407,July 2024,202407,,ldZ10N9unC9,Samburu East Sub County,KE_SubCounty_3197,,,,29,36,
202407,July 2024,202407,,eZpy65ooW0m,Laisamis Sub County,KE_SubCounty_3106,,,,39,25,
202506,June 2025,202506,,AM36DdkZ36Y,Wundanyi Sub County,KE_SubCounty_3208,,,,23,33,
202506,June 2025,202506,,k1mze33jOs0,Kabuchai Sub County,KE_SubCounty_2970,,,,2033,653,
202506,June 2025,202506,,tAbBVBbueqD,Kisumu County,KE_County_42,,,,720,591,100
202506,June 2025,202506,,g6gTzQ5nfYq,Kajiado East Sub County,KE_SubCounty_3008,,,,,3,
202506,June 2025,202506,,hCvlJNjyZna,Banissa Sub County,KE_SubCounty_3104,,,,5,13,
202506,June 2025,202506,,ob6SxuRcqU4,Nakuru County,KE_County_32,,,,20,254,
202506,June 2025,202506,,kphDeKClFch,Turkana County,KE_County_23,,,,709,438,
202506,June 2025,202506,,k7Rj54u6dMx,Baringo Central Sub County,KE_SubCounty_2956,,,,,2,
202506,June 2025,202506,,SSz1iOv28Jk,Embakasi North Sub County,KE_SubCounty_3146,,,,,,6
202506,June 2025,202506,,PFu8alU2KWG,Embu County,KE_County_14,,,,,,14
202506,June 2025,202506,,wUNEDOnx9uB,Matuga Sub County,KE_SubCounty_3078,,,,18,43,
202506,June 2025,202506,,x7qUMtZZvo9,Ganze Sub County,KE_SubCounty_3043,,,,9,29,
202506,June 2025,202506,,u4t9H8XyU9P,Siaya County,KE_County_41,,,,2427,787,
202506,June 2025,202506,,x6Z1sBeiyqQ,Eldas Sub County,KE_SubCounty_3239,,,,,6,
202506,June 2025,202506,,FKt9UVErwh3,Aroo Sub County,,,,,474,222,
202506,June 2025,202506,,HMNARUV2CW4,Bomet County,KE_County_36,,,,,4,
202506,June 2025,202506,,LRNmnMw1fBs,Seme Sub County,KE_SubCounty_3065,,,,,,67
202506,June 2025,202506,,N7YETT3A9r1,Kwale County,KE_County_2,,,5,31,58,
202506,June 2025,202506,,OvI6w06DhPJ,Changamwe Sub County,KE_SubCounty_3132,,,,72,48,
202506,June 2025,202506,,wMv0s3U2nnG,Likuyani Sub County,KE_SubCounty_3021,,,,558,111,
202506,June 2025,202506,,HK5SUCMQmsw,Turkana West Sub County,KE_SubCounty_3224,,,,18,15,
202506,June 2025,202506,,jkQZEow83MX,Bumula Sub County,KE_SubCounty_2969,,,,378,138,
202506,June 2025,202506,,ouA247cg58A,Narok West Sub County,KE_SubCounty_3173,,,2,,,
202506,June 2025,202506,,NhsAMiaS0TD,Rachuonyo South Sub County,KE_SubCounty_3002,,,,2795,2102,
202506,June 2025,202506,,dr8gOvVAdiE,Turkana East Sub County,KE_SubCounty_3220,,,,7,17,
202506,June 2025,202506,,ldZ10N9unC9,Samburu East Sub County,KE_SubCounty_3197,,,,,2,
202506,June 2025,202506,,lGg3wEy784X,Malindi Sub County,KE_SubCounty_3042,,,,,,8
202506,June 2025,202506,,Ur2xRBDtazT,Homa Bay Town Sub County,KE_SubCounty_2998,,,,168,84,
202506,June 2025,202506,,t0J75eHKxz5,Nandi County,KE_County_29,,,,,116,
202506,June 2025,202506,,iTw0sFjlqZ2,Turkana South Sub County,KE_SubCounty_3221,,,,122,105,
202506,June 2025,202506,,R6f9znhg37c,Mandera County,KE_County_9,,,,5,13,
202506,June 2025,202506,,E2DGjZRlwbY,Samburu North Sub County,KE_SubCounty_3198,,5,,,,
202506,June 2025,202506,,sqNWYDHZZ6W,Dagoretti South Sub County,KE_SubCounty_3153,,,,,,29
202506,June 2025,202506,,NmbwkQ5r5cB,Muhoroni Sub County,KE_SubCounty_3063,,,,173,111,
202506,June 2025,202506,,BjC1xL40gHo,Kakamega County,KE_County_37,,,,12150,1416,
202506,June 2025,202506,,nHEr5EciFh0,Suna East Sub County,KE_SubCounty_3124,,,,,,23
202506,June 2025,202506,,mThvosEflAU,Trans Nzoia County,KE_County_26,,,,5,8,
202506,June 2025,202506,,kqJ83J2D72s,Narok County,KE_County_33,,,2,,,
202506,June 2025,202506,,Y52XNJ50hYb,Meru County,KE_County_12,,,,14,14,
202506,June 2025,202506,,CeLsrJOH0g9,Wajir County,KE_County_8,,,,,6,
202506,June 2025,202506,,PKeFksHlJkB,Gem Sub County,KE_SubCounty_3202,,,,2427,787,
202506,June 2025,202506,,LOgbecTRkbp,Kinango Sub County,KE_SubCounty_3077,,,5,,,
202506,June 2025,202506,,IPOMRXiYjxr,Embu west (Manyatta) Sub County,KE_SubCounty_2987,,,,,,14
202506,June 2025,202506,,Tvf1zgVZ0K4,Busia County,KE_County_40,,,,193,72,
202506,June 2025,202506,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,,,19,24,
202506,June 2025,202506,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,,,2411,791,3
202506,June 2025,202506,,bzOfj0iwfDH,Isiolo County,KE_County_11,,,,9,10,
202506,June 2025,202506,,YzB2ZBCwKLa,Kadibo Sub County,KE_SubCounty_3298,,,,68,30,
202506,June 2025,202506,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,,,4487,2497,
202506,June 2025,202506,,MYSShwNcjzb,Suba West Sub County,3265,,,,301,55,
202506,June 2025,202506,,yoGLpCTgjed,Voi Sub County,KE_SubCounty_3206,,,,,,27
202506,June 2025,202506,,EmQRGVtvWy3,Samburu Central Sub County,KE_SubCounty_3199,,,,1,1,
202506,June 2025,202506,,f3AcdRzgTwz,Manga Sub County,KE_SubCounty_3183,Sub County,,,434,31,
202506,June 2025,202506,,sZjPgbWI5ra,Moyale Sub County,KE_SubCounty_3109,,,,29,74,
202506,June 2025,202506,,Lj0mu9j58Ss,Garsen Sub County,KE_SubCounty_3250,,,,286,128,
202506,June 2025,202506,,WHG67QCDRS9,South Mugirango Sub County,KE_SubCounty_3060,,,,1110,271,
202506,June 2025,202506,,MWqQbxWqACn,Kitui Central Sub County,KE_SubCounty_3071,,,,2,31,
202506,June 2025,202506,,sPkRcDvhGWA,Kisii County,KE_County_45,,,,1726,511,
202506,June 2025,202506,,NHRktMsAkO1,Samia Sub County,KE_SubCounty_2974,,,,193,72,
202506,June 2025,202506,,ecl4YnDebUi,Garbatulla Sub County,KE_SubCounty_3003,,,,9,10,
202506,June 2025,202506,,gPR82w2xgJZ,Kitutu Chache South Sub County,KE_SubCounty_3053,,,,6,6,
202506,June 2025,202506,,mWpq607yRXh,Turkana North Sub County,KE_SubCounty_3225,,,,,31,
202506,June 2025,202506,,uRl5fBkhpcE,Mumias West Sub County,KE_SubCounty_3017,,,,9941,740,
202506,June 2025,202506,,KTayLusaU5I,Nakuru West Sub County,KE_SubCounty_3157,,,,16,238,
202506,June 2025,202506,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,,,23,33,27
202506,June 2025,202506,,sr8WEz03EnP,Nyali Sub County,KE_SubCounty_3129,,,,25,31,
202506,June 2025,202506,,Eey8fT4Im3y,Marsabit County,KE_County_10,,,,29,74,
202506,June 2025,202506,,BzFBYZhF5fx,Rachuonyo East Sub County,KE_SubCounty_3001,Sub County,,,1149,231,
202506,June 2025,202506,,m1X5Chs8cRL,Suguta Sub county,,,,,88,48,
202506,June 2025,202506,,ScLzA7tQxrH,Sigowet/Soin Sub County,KE_SubCounty_3023,,,,24,137,
202506,June 2025,202506,,y2M16lesMsF,Saboti Sub County,KE_SubCounty_3217,,,,,4,
202506,June 2025,202506,,LpwqSz9xMIj,Kipkomo Sub County,KE_SubCounty_3263,,,,,4,
202506,June 2025,202506,,cQkF9l9wePP,Kitutu Chache North Sub County,KE_SubCounty_3054,,,,412,102,
202506,June 2025,202506,,v5qbFUgfIoF,Nyamira North Sub County,KE_SubCounty_3180,,,,86,13,
202506,June 2025,202506,,aDp1odOWYC1,Embakasi South Sub County,KE_SubCounty_3147,,,,,,5
202506,June 2025,202506,,NPYRMdqrK6L,Tinderet Sub County,KE_SubCounty_3172,,,,,116,
